No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
13563411,2011-10-06 14:50:54,42,1.2 - 3.5 µm,1.801,0.0167,0.0643,0.0005,0.0008,0.11273,0.0118,0.1097,0.6111,0.0254,0.0008,0.488,0.152,0.667,259.91,15.3263,1.6186,0.4181,0.5248,95.4311,1.1874,0.444,0.853,0.2495,0.011,0.0098,0.2167,0.1032,13.6778,0.0001,0.022,0.0,2011-10-06 14:50:54
5961465,2010-03-17 18:08:46,42,0.14 - 0.42 µm,0.033,0.0174,0.0028,0.0003,0.0376,0.0134,0.0223,0.0466,0.0075,0.0015,0.0005,0.007,0.003,0.007,0.3,0.0021,0.0136,0.0023,0.2605,0.0126,0.0151,0.03,0.061,0.0023,0.0023,0.001,0.0004,0.001,0.0024,0.0,0.004,70867.0,2010-03-18 13:49:53
11739124,2010-01-21 09:54:33,42,0.14 - 0.42 µm,14.077,1.1845,0.0208,0.0003,0.0895,0.15414,2.5699,0.0219,0.9065,0.014,0.0055,0.373,0.059,0.305,17.33,0.087,0.0878,0.0805,0.0109,0.8676,0.016,0.047,0.126,0.0116,0.0015,0.0003,0.3899,0.0019,0.0049,0.0032,0.078,82862.0,2010-01-22 08:55:35
9757688,2010-01-12 08:45:47,42,0.05 - 0.14 µm,0.028,0.0097,0.0174,0.0003,0.0042,0.00874,0.046,0.0016,0.0052,0.0,0.0014,0.003,0.081,0.002,0.0,0.0,0.0028,0.0,0.006,0.0,0.0126,0.024,0.067,0.0024,0.0362,0.0006,0.0,0.001,0.0024,0.0,0.003,253104.0,2010-01-15 07:04:11
11832093,2011-01-05 09:32:36,42,0.14 - 0.42 µm,8.697,0.0571,0.0029,0.0003,0.0095,0.04398,0.15,0.0918,0.2083,0.0024,0.0006,0.513,0.063,0.456,66.11,0.074,0.0141,0.3271,0.0095,8.6493,0.0262,0.346,0.951,0.1451,0.0064,0.0047,0.7816,0.2004,0.0024,0.003,0.003,0.0,2011-01-05 09:32:36
9162306,2011-01-01 07:34:46,42,0.42 - 1.2 µm,1.665,0.1942,0.0824,0.002,0.027,0.01031,0.2491,0.0916,0.3728,0.0023,0.0055,0.03,0.003,0.067,14.95,0.5302,0.9316,0.1378,0.4699,19.7234,0.7266,0.18,0.115,0.1621,0.002,0.0188,0.3775,0.0505,0.1067,0.2738,0.114,31636.0,2011-01-01 16:22:02
6894162,2011-12-28 17:31:10,42,1.2 - 3.5 µm,16.159,2.0564,0.0051,0.0013,0.0419,0.03813,2.468,0.1518,0.4534,0.0173,0.0007,0.093,0.018,0.199,13.23,0.6639,0.0226,0.3599,0.3618,1.4562,0.4536,0.389,0.521,0.071,0.004,0.0552,0.2996,0.1145,0.1369,0.3861,0.003,46146.0,2011-12-29 06:20:16
7108584,2011-10-14 15:23:04,42,0.14 - 0.42 µm,1.978,0.0016,0.0037,0.0003,0.0011,0.12508,0.0036,0.0049,0.1619,0.0012,0.0,0.05,0.019,0.035,45.78,0.0047,0.1927,0.1377,6.2614,24.703,0.4297,0.101,0.991,0.9896,0.0038,0.1729,0.8909,0.0027,0.0026,0.0003,0.004,21180.0,2011-10-14 21:16:04
15500429,2011-12-20 23:43:06,42,3.5 - 10 µm,74.855,2.0286,0.0094,0.0514,0.2319,1.10365,3.3908,0.7522,1.5041,0.0609,0.0018,1.097,0.001,1.007,3783.58,394.5033,1.6389,7.988,60.7107,4602.262,1.5464,1.205,5.214,2.7563,0.0169,0.0018,42.2993,10.0203,137.8252,21.6359,1.393,32453.0,2011-12-21 08:43:59
8824280,2011-07-20 18:09:43,42,0.42 - 1.2 µm,23.342,0.153,0.0017,0.0009,0.0052,0.1684,0.1507,0.4415,0.2023,0.0332,0.0001,1.282,0.131,0.85,671.57,53.718,0.3067,2.169,24.2716,609.7842,0.3409,1.675,3.29,0.6546,0.0077,0.064,7.1553,2.231,0.0561,2.9572,0.892,11531.0,2011-07-20 21:21:54
10071022,2010-01-23 13:51:54,42,0.14 - 0.42 µm,0.122,0.4519,0.0003,0.0003,0.1158,0.00301,0.4844,0.0253,0.0352,0.0002,0.0084,0.015,0.001,0.022,0.13,0.0,0.0137,0.0077,0.0073,0.0002,0.0228,0.037,0.061,0.0054,0.0058,0.0035,0.0071,0.001,0.0025,0.0002,0.003,99134.0,2010-01-24 17:24:08
2376208,2011-04-11 09:51:33,42,0.05 - 0.14 µm,0.019,0.0,0.0087,0.0003,0.0,0.00868,0.0028,0.0007,0.0002,0.0001,0.0,0.054,0.022,0.02,0.11,0.0,0.0019,0.0018,0.006,0.0003,0.01,0.024,0.085,0.0022,0.0411,0.0,0.0001,0.001,0.0024,0.0002,0.003,77882.0,2011-04-12 07:29:35
12626418,2010-09-11 16:28:50,42,3.5 - 10 µm,18.269,3.8998,0.0113,0.0355,0.3737,0.16774,6.3901,0.3404,0.5739,0.0193,0.001,0.335,0.182,0.419,1415.43,75.5619,2.1877,1.7319,24.7111,1767.7555,1.8473,1.046,2.989,1.8848,0.2722,0.2921,18.2804,1.4686,0.136,0.5503,0.005,0.0,2010-09-11 16:28:50
9164441,2011-04-18 07:31:18,42,3.5 - 10 µm,77.843,2.0927,0.0016,0.0437,0.3798,0.80448,2.5559,0.705,1.2679,0.0334,0.0012,0.842,0.261,1.1,1474.11,86.5718,2.0574,0.9593,62.2158,1835.0832,0.2055,0.128,1.796,2.0273,0.0087,0.0923,20.3438,1.4013,179.5561,1.94,1.092,0.0,2011-04-18 07:31:18
8342762,2011-12-24 14:58:07,42,1.2 - 3.5 µm,17.296,0.7632,0.03,0.003,0.1138,0.19951,1.0995,0.2532,0.4991,0.0153,0.0047,0.259,0.001,0.104,1442.81,108.0796,3.683,2.0941,10.9414,1683.0843,0.6707,0.185,2.659,2.932,0.1257,0.1438,21.5685,1.1309,27.7411,1.3031,0.366,0.0,2011-12-24 14:58:07
9090347,2011-10-31 12:54:57,42,0.42 - 1.2 µm,34.859,2.6705,0.0041,0.0251,0.6066,1.17968,6.8898,0.311,1.3298,0.0063,0.0015,0.572,0.018,0.517,1147.19,76.089,0.1059,2.2425,0.1009,1369.4706,0.5624,0.142,2.192,1.6396,0.0104,0.0037,19.5972,2.2588,0.0305,9.5248,0.346,57566.0,2011-11-01 04:54:23
12879651,2011-05-09 18:55:59,42,3.5 - 10 µm,0.097,0.229,0.0114,0.0003,0.0578,0.17143,0.4991,0.0181,0.417,0.0011,0.0015,0.055,0.043,0.09,0.14,0.0021,0.0109,0.0,0.335,0.002,0.0111,0.024,0.031,0.002,0.0101,0.0001,0.0035,0.0012,0.0025,0.0064,0.026,91392.0,2011-05-10 20:19:11
15229125,2011-04-02 13:12:32,42,0.05 - 0.14 µm,8.351,0.4606,0.0166,0.0473,0.0399,0.0987,0.3068,0.0324,0.589,0.0049,0.0025,0.035,0.007,0.111,6.98,7.2511,2.1043,1.87,2.1084,9.2898,0.5774,0.165,0.877,0.1844,0.3967,0.0395,0.2168,0.6677,0.0043,0.2325,0.181,0.0,2011-04-02 13:12:32
16402932,2011-11-12 20:31:50,42,0.05 - 0.14 µm,39.193,0.685,0.0418,0.0003,0.0322,0.07271,0.4584,0.0658,0.8054,0.0191,0.0005,0.486,0.079,0.782,619.73,4.6888,1.195,0.6266,0.1359,183.8,0.5044,0.071,1.805,0.9285,0.0015,0.0433,5.6433,0.0532,0.0024,0.5885,0.007,0.0,2011-11-12 20:31:50
6718776,2011-09-19 15:29:57,42,0.05 - 0.14 µm,0.036,0.0027,0.0136,0.0003,0.0003,0.0154,0.0087,0.0177,0.0185,0.002,0.0001,0.015,0.002,0.008,8.81,0.0008,0.1305,0.0837,0.4637,0.779,0.0891,0.113,0.169,0.0534,0.0063,0.0319,0.0468,0.0011,0.0024,0.0,0.003,31961.0,2011-09-20 00:22:38
13551993,2012-01-14 04:59:53,42,1.2 - 3.5 µm,19.414,1.0745,0.0199,0.1067,0.0745,0.48267,1.4174,0.2101,0.8375,0.035,0.0006,0.185,0.01,0.228,55.24,1.2976,0.0053,0.1812,0.3946,5.0151,0.0391,0.085,0.218,0.0293,0.0505,0.0003,0.5602,0.355,0.0024,0.0504,0.005,34708.0,2012-01-14 14:38:21
8852573,2010-10-16 06:17:01,42,3.5 - 10 µm,97.402,6.5128,0.0162,0.2018,0.5578,0.76345,10.4418,0.3628,2.3296,0.0226,0.0057,0.653,0.101,1.147,1311.5,107.6549,1.1961,3.1486,43.8553,1401.3254,1.5798,0.978,3.226,1.3328,0.0399,0.0905,35.7545,3.5297,124.9099,3.9328,4.984,45436.0,2010-10-16 18:54:17
3078197,2011-01-10 19:07:45,42,0.42 - 1.2 µm,37.916,0.1908,0.0402,0.0003,0.0057,0.22695,0.1048,0.0589,1.3282,0.0421,0.0003,0.459,0.123,0.926,1170.72,98.6848,4.2952,3.1902,0.0538,1626.2001,1.3787,0.267,4.101,2.1582,0.0453,0.0957,20.5247,5.4182,1.5632,9.6761,0.097,8877.0,2011-01-10 21:35:42
2002557,2010-09-21 03:16:19,42,0.42 - 1.2 µm,53.397,0.6742,0.0165,0.0022,0.2736,0.60525,1.9887,0.6098,1.3385,0.0378,0.0006,0.916,0.221,0.817,998.26,50.7279,1.3859,1.4212,9.917,847.818,2.0582,0.769,0.669,0.3934,0.0016,0.0939,9.3323,1.9422,192.126,2.2279,4.036,0.0,2010-09-21 03:16:19
10664625,2011-02-09 05:44:02,42,0.42 - 1.2 µm,17.137,0.7779,0.0252,0.0003,0.0263,0.40135,1.0593,0.0425,0.862,0.0045,0.0033,0.11,0.005,0.152,31.41,0.0932,0.2944,0.1787,0.0137,14.4353,0.0253,0.024,0.247,0.0408,0.2017,0.0441,1.7751,0.0241,0.005,0.0209,0.003,53189.0,2011-02-09 20:30:31
2265762,2010-01-15 16:16:41,42,0.05 - 0.14 µm,0.698,0.0613,0.0005,0.0003,0.0016,0.00293,0.0257,0.0015,0.0136,0.0003,0.0,0.323,0.129,0.306,8.22,0.0072,0.254,0.2402,0.2454,1.0663,0.029,0.025,0.348,0.0267,0.007,0.0004,0.228,0.0052,0.3594,0.1124,0.003,137856.0,2010-01-17 06:34:17
11109511,2011-12-09 05:24:02,42,1.2 - 3.5 µm,12.884,0.2107,0.0188,0.0082,0.099,0.35225,0.2014,0.1613,0.6622,0.0059,0.0,0.007,0.028,0.031,461.56,62.779,1.4614,0.6787,31.1616,657.4077,0.6785,1.081,1.833,0.6265,0.0069,0.1263,5.7219,1.0302,84.2591,1.4209,0.401,71600.0,2011-12-10 01:17:22
2138164,2010-01-19 09:26:13,42,0.42 - 1.2 µm,15.061,1.1867,0.0351,0.0011,0.1214,0.13459,1.2007,0.3219,1.0979,0.0196,0.0001,0.252,0.007,0.151,38.57,2.4366,0.9171,1.2884,7.9848,59.9631,1.5119,2.81,1.214,0.153,0.016,0.04,0.6414,0.5898,205.9659,0.8408,0.756,173147.0,2010-01-21 09:32:00
11016540,2011-09-11 13:21:52,42,0.14 - 0.42 µm,0.772,0.0219,0.0034,0.0003,0.0044,0.03122,0.0359,0.024,0.1114,0.0002,0.0001,0.096,0.002,0.058,55.77,7.6514,0.3036,0.9579,0.9466,36.4346,0.0683,0.074,0.428,0.1921,0.0015,0.0093,0.8883,0.2237,0.0158,1.4502,0.005,0.0,2011-09-11 13:21:52
7761204,2011-11-08 11:41:34,42,0.14 - 0.42 µm,13.564,0.4824,0.0,0.0008,0.0442,0.14083,0.6948,0.2255,0.1023,0.0028,0.0,0.087,0.002,0.081,532.85,61.6467,1.4166,1.8512,11.8356,563.3426,0.7573,4.674,4.004,0.4463,0.0598,0.0753,8.3799,0.714,83.06,0.0126,1.458,0.0,2011-11-08 11:41:34
6925824,2011-08-21 05:28:26,42,3.5 - 10 µm,208.429,2.5234,0.136,0.1286,0.3291,1.35529,2.3991,0.6437,5.8663,0.0246,0.0007,0.909,0.254,2.007,3102.79,537.2203,13.5007,11.066,148.2377,7732.2107,5.586,5.158,7.403,11.8605,0.1804,0.061,65.5897,15.9815,332.922,17.3208,5.897,0.0,2011-08-21 05:28:26
3358187,2010-06-15 16:51:57,42,0.14 - 0.42 µm,11.287,0.0128,0.0028,0.0023,0.0281,0.02612,0.0084,0.2156,0.2441,0.0349,0.0,0.159,0.008,0.288,200.83,3.4985,1.7909,0.1969,58.6799,140.8134,1.5164,0.462,1.239,0.1494,0.1125,0.2092,2.629,0.0365,0.2753,0.0214,0.06,71926.0,2010-06-16 12:50:43
4901234,2011-07-08 11:09:24,42,0.42 - 1.2 µm,4.613,0.1833,0.0046,0.0005,0.0475,0.02044,0.1495,0.0464,0.1483,0.0016,0.004,0.057,0.022,0.138,270.37,15.5067,1.1096,2.4403,2.7365,397.9787,1.1077,0.203,1.488,1.6468,0.2825,0.2445,4.1349,0.2166,27.5888,0.0543,0.179,60243.0,2011-07-09 03:53:27
2380071,2010-01-12 02:26:51,42,0.05 - 0.14 µm,0.023,0.1287,0.0014,0.0003,0.0013,0.05828,0.5976,0.0142,0.0556,0.0,0.0011,0.013,0.001,0.011,0.06,0.0059,0.0486,0.0315,0.006,0.0005,0.0445,0.024,0.182,0.0023,0.0016,0.0068,0.0001,0.001,0.202,0.0001,0.02,167803.0,2010-01-14 01:03:34
15020791,2010-04-10 10:51:31,42,1.2 - 3.5 µm,47.652,6.8877,0.004,0.0838,0.366,1.20631,14.5374,0.4049,1.3025,0.0117,0.0067,0.19,0.019,0.342,134.14,0.589,0.0247,0.0319,0.7141,7.0461,0.3153,0.045,0.214,0.0186,0.0018,0.0322,1.3277,0.1377,0.1211,0.0007,1.257,59454.0,2010-04-11 03:22:25
4006561,2010-01-20 01:55:44,42,0.14 - 0.42 µm,1.095,0.0878,0.003,0.0003,0.049,0.03884,0.1609,0.0238,0.1272,0.0015,0.0004,0.044,0.03,0.062,137.83,0.7039,0.0498,0.9501,0.0845,83.7333,0.2422,0.176,0.883,0.119,0.1543,0.0207,2.2304,0.0063,1.4851,0.0042,0.031,37533.0,2010-01-20 12:21:17
4550550,2011-07-02 17:25:21,42,0.05 - 0.14 µm,1.149,0.003,0.0677,0.0004,0.0026,0.10901,0.0054,0.0091,0.0609,0.0034,0.0003,0.109,0.007,0.125,71.65,28.788,2.8431,1.296,8.6473,291.3091,1.3537,0.24,1.408,0.7358,0.0021,0.0048,0.4606,0.142,21.1851,2.1855,0.275,41076.0,2011-07-03 04:49:57
5988801,2011-09-12 17:17:21,42,0.14 - 0.42 µm,1.554,0.0035,0.0439,0.0003,0.0027,0.02921,0.0038,0.0006,0.1271,0.001,0.0005,0.332,0.033,0.289,0.13,2.365,1.4449,0.2888,1.412,1.3255,0.5021,0.185,0.826,0.1307,0.1367,0.0,0.0065,0.0182,0.0426,1.5295,0.103,79527.0,2011-09-13 15:22:48
3324785,2010-02-01 02:59:45,42,0.05 - 0.14 µm,0.02,0.0002,0.0053,0.0003,0.0,0.00298,0.0032,0.0006,0.0006,0.0,0.0,0.009,0.057,0.013,0.01,0.0,0.003,0.0072,0.006,0.0017,0.0107,0.024,0.094,0.0021,0.1775,0.0,0.0,0.001,0.0024,0.0,0.003,132379.0,2010-02-02 15:46:04
11014680,2011-03-21 18:32:47,42,0.14 - 0.42 µm,0.361,0.121,0.001,0.0003,0.0234,0.11553,0.2675,0.0151,0.0423,0.0009,0.0003,0.071,0.078,0.083,74.75,0.1508,0.0426,0.0984,0.0236,3.9287,0.0114,0.024,0.426,0.0063,0.0441,0.0058,0.3047,0.001,1.3976,0.0057,0.006,44063.0,2011-03-22 06:47:10
14374552,2010-04-13 23:50:36,42,0.05 - 0.14 µm,26.321,0.0684,0.0021,0.0003,0.0053,0.1169,0.1739,0.0403,0.3057,0.0028,0.0001,0.281,0.02,0.473,1878.39,90.2146,2.9188,3.9714,1.0946,2694.424,1.2364,1.707,4.21,3.2624,0.0015,0.0182,36.518,3.3214,70.8149,4.149,1.087,74233.0,2010-04-14 20:27:49
1214051,2010-09-25 10:44:59,42,3.5 - 10 µm,44.371,3.0267,0.0009,0.0215,0.1255,0.05197,3.7804,0.3873,0.6792,0.0266,0.0011,0.226,0.012,0.216,544.41,47.3378,0.0381,2.0348,28.7736,416.4583,0.2196,0.444,1.755,0.264,0.012,0.0219,9.0577,0.7327,45.7556,5.0701,1.369,79443.0,2010-09-26 08:49:02
896917,2011-11-24 23:37:30,42,1.2 - 3.5 µm,5.428,0.2023,0.0047,0.0003,0.0303,0.56103,0.4882,0.0356,0.1796,0.0001,0.0001,0.328,0.012,0.373,17.06,0.0191,0.0223,0.58,0.0361,2.5404,0.1375,0.072,0.091,0.2823,0.0015,0.0,0.3332,0.0336,0.006,0.0283,0.003,0.0,2011-11-24 23:37:30
6483976,2010-01-11 16:32:20,42,0.42 - 1.2 µm,38.5,4.5908,0.0029,0.0577,0.7712,0.22715,8.3292,0.2715,1.2187,0.0004,0.0021,0.209,0.015,0.301,305.74,18.9919,0.5535,0.8761,2.824,219.7644,0.0513,0.106,1.019,0.0299,0.0015,0.0079,5.6342,0.434,0.072,0.6945,1.0,229407.0,2010-01-14 08:15:47
9771471,2010-10-04 12:37:09,42,0.42 - 1.2 µm,2.056,0.0465,0.0106,0.0003,0.01,0.14424,0.0152,0.0399,0.6037,0.0151,0.0006,0.1,0.024,0.183,7.38,0.2684,1.6476,0.0762,17.8444,4.3158,1.1676,0.254,0.098,0.0102,0.0499,0.0954,0.1389,0.0013,0.7986,0.001,0.026,56944.0,2010-10-05 04:26:13
12809385,2010-09-14 07:31:56,42,1.2 - 3.5 µm,4.147,1.0119,0.0034,0.0145,0.1065,0.04164,1.3917,0.0191,0.3054,0.0015,0.0007,0.3,0.053,0.257,44.73,0.2714,0.0474,0.1966,1.1617,2.9814,0.31,0.305,0.168,0.0795,0.0095,0.0026,0.3788,0.0609,0.0024,0.0,0.003,0.0,2010-09-14 07:31:56
2709551,2011-11-16 02:40:48,42,0.05 - 0.14 µm,0.081,0.0001,0.0096,0.0003,0.0,0.05773,0.0028,0.0052,0.0153,0.0001,0.0,0.034,0.022,0.025,5.95,8.7886,0.8202,0.3214,0.4969,4.1559,0.1153,0.03,0.35,0.017,0.0015,0.0001,0.0206,0.006,1.2891,0.5799,1.05,34266.0,2011-11-16 12:11:54
4537602,2010-01-28 03:52:54,42,0.05 - 0.14 µm,2.391,0.1903,0.0084,0.0006,0.0298,0.01846,0.1556,0.0293,0.2258,0.0024,0.0002,0.05,0.006,0.1,3.32,0.3038,1.249,0.0313,1.825,1.5294,0.3699,0.026,0.061,0.0095,0.0025,0.062,0.0198,0.0268,107.5829,0.0098,0.031,135763.0,2010-01-29 17:35:37
3326055,2010-12-20 13:28:41,42,1.2 - 3.5 µm,3.873,0.8365,0.0005,0.0003,0.0527,0.08912,1.3211,0.2074,0.2216,0.002,0.0005,0.275,0.037,0.167,0.68,1.2125,0.0359,0.0607,0.1338,0.3531,0.0114,0.035,0.051,0.0097,0.0082,0.0,0.0213,0.0101,0.0039,0.0152,0.005,35168.0,2010-12-20 23:14:49
531902,2011-10-15 23:52:56,42,0.05 - 0.14 µm,0.055,0.0338,0.0018,0.0003,0.0288,0.07005,0.0374,0.0056,0.0833,0.0002,0.0018,0.069,0.001,0.027,1.06,0.0022,0.1505,0.0059,0.0284,0.0067,0.3621,0.024,0.039,0.0025,0.0016,0.0,0.0003,0.001,0.0028,0.0,0.004,14706.0,2011-10-16 03:58:02
8465451,2012-01-27 07:08:37,42,3.5 - 10 µm,23.974,0.8324,0.0018,0.0033,0.343,1.31696,2.3772,0.2451,0.9014,0.0034,0.0002,0.139,0.022,0.137,188.89,6.6856,0.0498,0.0584,2.914,104.9597,0.2838,0.041,0.202,0.1471,0.0383,0.014,6.5946,0.0047,0.0029,1.3976,0.072,0.0,2012-01-27 07:08:37
12365962,2012-02-20 11:58:00,42,0.42 - 1.2 µm,8.274,0.6119,0.0188,0.0003,0.0671,0.55937,0.7412,0.1688,0.4711,0.0138,0.0037,0.324,0.27,1.16,119.25,13.7181,0.2341,0.7074,0.908,63.3824,0.2496,0.036,0.495,0.5197,0.0015,0.0113,1.9211,0.24,21.1287,3.5181,0.22,0.0,2012-02-20 11:58:00
1867190,2011-03-24 02:18:52,42,0.42 - 1.2 µm,13.107,0.0534,0.0195,0.0038,0.0895,0.43604,0.0903,0.0296,0.4525,0.0046,0.0016,0.198,0.013,0.144,38.01,0.6924,0.0068,0.7875,0.625,35.8122,0.5973,0.632,0.557,0.1887,0.0646,0.013,0.7137,0.0281,0.6472,1.4715,0.049,39593.0,2011-03-24 13:18:45
5391276,2010-01-11 16:38:06,42,1.2 - 3.5 µm,18.803,3.129,0.0012,0.0003,0.4065,0.34106,7.8615,0.5986,1.0766,0.0038,0.0003,0.166,0.023,0.246,180.98,20.7512,0.6326,1.0559,19.3939,231.2998,0.2881,0.33,0.591,0.046,0.0034,0.0001,0.8688,0.7979,35.6866,0.7323,0.979,134725.0,2010-01-13 06:03:31
8656440,2012-02-20 11:58:00,42,0.05 - 0.14 µm,0.053,0.0002,0.042,0.0003,0.0,0.35263,0.003,0.0037,0.06,0.0006,0.0001,0.075,0.018,0.039,0.01,0.0003,0.0027,0.1926,0.006,0.0009,0.0109,0.024,0.056,0.0234,0.0015,0.0,0.0009,0.001,0.0024,0.0,0.003,0.0,2012-02-20 11:58:00
4358576,2012-02-20 11:58:00,42,0.42 - 1.2 µm,23.68,0.0735,0.0919,0.0012,0.0521,0.33352,0.0647,0.0441,0.9889,0.0116,0.0005,0.399,0.036,0.611,195.87,25.8522,2.0487,1.1177,0.4521,678.9306,0.0499,0.108,1.274,2.1896,0.0015,0.001,10.711,0.3525,0.0035,6.1484,0.003,0.0,2012-02-20 11:58:00
2364902,2010-01-21 13:56:42,42,3.5 - 10 µm,6.372,1.8906,0.0304,0.0122,0.1993,0.10115,2.3395,0.143,1.0977,0.0026,0.0005,0.356,0.017,0.387,45.03,0.2911,0.1909,0.0264,1.1156,4.737,2.3756,0.877,0.378,0.0609,0.1425,0.1174,0.3155,0.0061,0.0024,0.0,0.003,70101.0,2010-01-22 09:25:03
1884914,2011-05-27 19:34:02,42,3.5 - 10 µm,12.93,0.7172,0.0058,0.0003,0.0209,0.03726,1.912,0.1525,0.4004,0.0132,0.0021,0.148,0.013,0.164,189.9,17.3005,0.8028,0.283,0.0177,174.251,0.2424,0.127,0.846,0.2074,0.0126,0.0164,3.1157,0.2077,0.0038,0.3419,0.075,0.0,2011-05-27 19:34:02
10162482,2012-02-20 11:58:00,42,1.2 - 3.5 µm,18.658,0.4227,0.0061,0.0022,0.0595,0.77389,0.832,0.1712,0.3903,0.0009,0.0054,0.683,0.015,0.809,1477.58,258.9126,2.2736,3.6925,34.0229,2123.1255,0.4128,0.186,1.313,1.3126,0.0196,0.0252,18.7134,2.1059,186.7161,7.7265,0.942,0.0,2012-02-20 11:58:00
1423252,2012-02-20 11:58:00,42,0.05 - 0.14 µm,2.06,0.0,0.0379,0.0003,0.0,0.02988,0.0028,0.0165,0.0542,0.0177,0.0016,0.042,0.007,0.085,256.92,19.2598,1.7477,2.0263,2.6256,297.3097,0.8873,0.028,1.218,1.4337,0.0147,0.0131,2.9926,0.5862,8.5001,1.1555,0.253,0.0,2012-02-20 11:58:00
707134,2012-01-04 07:52:30,42,0.42 - 1.2 µm,1.017,0.5403,0.0128,0.0022,0.081,0.12992,0.9438,0.0455,0.495,0.0025,0.0011,0.174,0.009,0.167,67.21,8.8805,1.0656,0.4217,0.0736,113.399,0.4104,0.024,0.135,0.2257,0.0022,0.0002,0.5675,0.0468,0.4517,0.028,0.323,0.0,2012-01-04 07:52:30
3679594,2010-10-31 15:28:52,42,1.2 - 3.5 µm,19.894,0.6853,0.0007,0.0033,0.0635,0.28428,1.1934,0.3206,0.6371,0.0091,0.0001,0.364,0.097,0.718,122.12,54.5786,0.7937,1.9149,11.8782,218.3326,1.1635,0.649,0.911,0.1548,0.0023,0.0301,1.8719,0.4323,2.3722,7.0904,0.669,102408.0,2010-11-01 19:55:40
167944,2010-01-16 04:21:36,42,3.5 - 10 µm,14.896,1.1413,0.0004,0.0003,0.1112,0.07997,2.7793,0.3444,0.2579,0.0085,0.0019,0.084,0.039,0.048,199.13,0.1649,0.0101,0.0631,0.0693,9.0629,0.016,0.024,0.212,0.0843,0.0088,0.0522,2.5147,0.0416,0.0024,0.4503,0.003,261180.0,2010-01-19 04:54:36
1662724,2011-10-07 13:04:12,42,0.05 - 0.14 µm,0.595,0.0019,0.086,0.0003,0.0001,0.14816,0.0032,0.0046,0.2263,0.0102,0.0,0.47,0.174,0.712,204.98,4.0272,2.2464,1.0146,0.2962,119.4792,0.098,0.309,2.427,1.0532,0.0048,0.0053,1.3955,0.1755,52.2202,0.019,0.006,0.0,2011-10-07 13:04:12
15484888,2011-09-22 08:24:35,42,3.5 - 10 µm,31.41,3.1174,0.003,0.003,0.302,0.47974,6.4986,0.9191,0.5933,0.0115,0.0032,0.328,0.017,0.295,969.76,121.8431,0.9342,2.1734,14.5167,1147.9823,0.7654,0.659,0.673,0.1871,0.3059,0.0109,6.3323,2.6064,59.1014,7.9353,0.759,0.0,2011-09-22 08:24:35
3831419,2011-11-04 10:12:06,42,1.2 - 3.5 µm,15.465,1.2086,0.042,0.1516,0.0281,0.89305,2.1051,0.4265,1.2735,0.0453,0.0022,0.57,0.011,0.688,475.67,36.5189,1.212,1.1107,1.9119,288.7018,1.1507,0.682,2.037,0.7221,0.0015,0.1437,7.6891,1.0103,25.6029,0.12,0.232,34902.0,2011-11-04 19:53:48
15518139,2010-07-01 17:09:58,42,0.42 - 1.2 µm,4.489,0.0712,0.0006,0.0003,0.006,0.12736,0.1564,0.1945,0.0643,0.001,0.0001,0.308,0.009,0.39,170.1,5.4736,1.0375,2.0665,0.2834,35.325,0.1748,0.08,1.119,0.1398,0.0015,0.0196,2.1253,0.2089,0.5619,3.1599,0.418,0.0,2010-07-01 17:09:58
15864891,2011-04-11 20:14:40,42,0.05 - 0.14 µm,0.587,0.1472,0.0117,0.0003,0.0046,0.03794,0.2504,0.0352,0.332,0.0126,0.0012,0.094,0.006,0.041,10.6,0.1262,0.189,0.5271,0.2105,0.503,0.0938,0.078,0.126,0.1341,0.0529,0.0179,0.0359,0.0022,0.0713,0.0656,0.061,0.0,2011-04-11 20:14:40
8263224,2012-02-19 10:03:20,42,3.5 - 10 µm,18.216,2.2316,0.0085,0.0039,0.1395,1.05875,3.7354,0.3115,0.8643,0.0132,0.0015,0.24,0.005,0.073,322.73,113.2883,0.1132,0.8362,0.4174,428.6345,0.1123,0.394,1.366,0.3265,0.0104,0.0042,4.427,0.4915,0.2978,1.5493,0.455,0.0,2012-02-19 10:03:20
13623741,2011-05-29 19:08:25,42,0.05 - 0.14 µm,0.063,0.0004,0.0262,0.0003,0.0001,0.00569,0.0029,0.0006,0.0104,0.0002,0.0,0.025,0.002,0.026,11.48,1.8686,3.382,0.1877,0.5683,7.273,0.5731,0.145,0.626,0.2398,0.0023,0.0659,0.045,0.0011,9.9937,0.0,0.071,0.0,2011-05-29 19:08:25
